dhs_cc,ctry_code,surv_id,file_type,phase
NC,NC,204,PR,41
NC,NC,112,WI,31
NC,NC,204,WI,41
NI,NI,53,BR,22
NI,NI,99,BR,31
NI,NI,277,BR,51
NI,NI,407,BR,61
NI,NI,53,CR,21
NI,NI,99,CR,31
NI,NI,277,CR,51
NI,NI,407,CR,61
NI,NI,53,HR,22
NI,NI,99,HR,31
NI,NI,277,HR,51
NI,NI,407,HR,61
NI,NI,575,HR,82
NI,NI,53,HW,22
NI,NI,99,HW,31
NI,NI,277,HW,51
NI,NI,53,IR,22
NI,NI,99,IR,31
NI,NI,277,IR,51
NI,NI,407,IR,61
NI,NI,575,IR,82
NI,NI,53,KR,21
NI,NI,99,KR,31
NI,NI,277,KR,51
NI,NI,407,KR,61
NI,NI,575,KR,82
NI,NI,53,MR,21
NI,NI,99,MR,31
NI,NI,277,MR,51
NI,NI,407,MR,61
NI,NI,53,PR,22
NI,NI,99,PR,31
NI,NI,277,PR,51
NI,NI,407,PR,61
NI,NI,575,PR,82
NI,NI,53,SQ,21
NI,NI,99,SQ,31
NI,NI,99,WI,31
NI,NI,53,GE,23
NI,NI,99,GE,32
NI,NI,407,GE,61
NI,NI,575,GE,81
NG,NG,32,BR,21
NG,NG,223,BR,4B
NG,NG,302,BR,53
NG,NG,392,BR,61
NG,NG,438,BR,6A
NG,NG,528,BR,7B
NG,NG,609,BR,8B
NG,NG,223,CR,4A
NG,NG,302,CR,53
NG,NG,438,CR,6A
NG,NG,528,CR,7A
NG,NG,609,CR,8B
NG,NG,32,HR,21
NG,NG,223,HR,4B
NG,NG,302,HR,53
NG,NG,392,HR,61
NG,NG,438,HR,6A
NG,NG,474,HR,71
NG,NG,528,HR,7B
NG,NG,576,HR,81
NG,NG,609,HR,8B
NG,NG,32,HW,21
NG,NG,223,HW,4B
NG,NG,32,IR,21
NG,NG,223,IR,4B
NG,NG,302,IR,53
NG,NG,392,IR,61
NG,NG,438,IR,6A
NG,NG,474,IR,71
NG,NG,528,IR,7B
NG,NG,576,IR,81
NG,NG,609,IR,8B
NG,NG,32,KR,21
NG,NG,223,KR,4B
NG,NG,302,KR,53
NG,NG,392,KR,61
NG,NG,438,KR,6A
NG,NG,474,KR,71
NG,NG,528,KR,7B
NG,NG,576,KR,81
NG,NG,609,KR,8B
NG,NG,223,MR,4A
NG,NG,302,MR,52
NG,NG,438,MR,6A
NG,NG,528,MR,7A
NG,NG,609,MR,8B
NG,NG,32,PR,21
NG,NG,223,PR,4C
NG,NG,302,PR,53
NG,NG,392,PR,61
NG,NG,438,PR,6A
NG,NG,474,PR,71
NG,NG,528,PR,7B
NG,NG,576,PR,81
NG,NG,609,PR,8B
NG,NG,32,SQ,23
NG,NG,618,VA,8I
NG,NG,32,WI,21
NG,NG,32,GE,23
NG,NG,223,GE,4B
NG,NG,302,GE,52
NG,NG,392,GE,61
NG,NG,438,GE,6A
NG,NG,474,GE,71
NG,NG,528,GE,7B
NG,NG,576,GE,81
NG,NG,609,GE,8A
OS,OS,8,BR,01
OS,OS,8,HH,01
OS,OS,8,HW,01
OS,OS,8,IR,01
OS,OS,8,KR,01
PK,PK,34,BR,21
PK,PK,273,BR,53
PK,PK,419,BR,61
PK,PK,523,BR,71
PK,PK,34,CR,21
PK,PK,523,CR,71
PK,PK,552,HH,7A
PK,PK,34,HR,21
PK,PK,273,HR,53
PK,PK,419,HR,61
PK,PK,523,HR,71
PK,PK,34,HW,21
PK,PK,552,IQ,7A
PK,PK,34,IR,21
PK,PK,273,IR,53
PK,PK,419,IR,61
PK,PK,523,IR,71
PK,PK,34,KR,21
PK,PK,273,KR,53
PK,PK,419,KR,61
PK,PK,523,KR,71
PK,PK,34,MR,21
PK,PK,419,MR,61
PK,PK,523,MR,71
PK,PK,273,OD,52
PK,PK,552,OD,7A
PK,PK,34,PR,21
PK,PK,273,PR,53
PK,PK,419,PR,61
PK,PK,523,PR,71
PK,PK,523,SQ,71
PK,PK,552,SQ,7A
PK,PK,273,VA,51
PK,PK,552,VA,7A
PK,PK,34,WI,21
PK,PK,273,GE,51
PK,PK,523,GE,71
PG,PG,499,BR,71
PG,PG,499,CR,71
PG,PG,499,HR,71
PG,PG,499,IR,71
PG,PG,499,KR,71
PG,PG,499,MR,71
PG,PG,499,PR,71
PY,PY,33,BR,21
PY,PY,33,HR,21
PY,PY,33,HW,21
PY,PY,33,IR,21
PY,PY,33,KR,21
PY,PY,33,PR,21
PY,PY,33,WI,21
PE,PE,6,BR,01
PE,PE,44,BR,21
PE,PE,88,BR,31
PE,PE,176,BR,41
PE,PE,228,BR,51
PE,PE,447,BR,5A
PE,PE,334,BR,5I
PE,PE,426,BR,61
PE,PE,433,BR,6A
PE,PE,434,BR,6I
PE,PE,88,CR,31
PE,PE,6,HH,01
PE,PE,44,HR,21
PE,PE,88,HR,31
PE,PE,176,HR,41
PE,PE,228,HR,51
PE,PE,447,HR,5A
PE,PE,334,HR,5I
PE,PE,426,HR,61
PE,PE,433,HR,6A
PE,PE,434,HR,6I
PE,PE,44,HW,21
PE,PE,88,HW,31
PE,PE,176,HW,41
PE,PE,228,HW,51
PE,PE,447,HW,5A
PE,PE,6,IR,01
PE,PE,44,IR,21
PE,PE,88,IR,31
PE,PE,176,IR,41
PE,PE,228,IR,51
PE,PE,447,IR,5A
PE,PE,334,IR,5I
PE,PE,426,IR,61
PE,PE,433,IR,6A
PE,PE,434,IR,6I
PE,PE,6,KR,01
PE,PE,44,KR,21
PE,PE,88,KR,31
PE,PE,176,KR,41
PE,PE,228,KR,51
PE,PE,447,KR,5A
PE,PE,334,KR,5I
PE,PE,426,KR,61
PE,PE,433,KR,6A
PE,PE,434,KR,6I
PE,PE,88,MR,31
PE,PE,44,PR,21
PE,PE,88,PR,31
PE,PE,176,PR,41
PE,PE,228,PR,51
PE,PE,447,PR,5A
PE,PE,334,PR,5I
PE,PE,426,PR,61
PE,PE,433,PR,6A
PE,PE,434,PR,6I
PE,PE,44,WI,21
PE,PE,88,WI,31
PE,PE,176,WI,41
PE,PE,176,GE,44
PE,PE,228,GE,52
PE,PE,447,GE,5B
PE,PE,334,GE,5I
PH,PH,61,BR,31
PH,PH,111,BR,3B
PH,PH,227,BR,41
PH,PH,298,BR,52
PH,PH,436,BR,61
PH,PH,510,BR,71
PH,PH,603,BR,82
PH,PH,227,CR,41
PH,PH,61,HR,31
PH,PH,111,HR,3B
PH,PH,227,HR,41
PH,PH,298,HR,52
PH,PH,436,HR,61
PH,PH,510,HR,71
PH,PH,603,HR,82
PH,PH,61,IR,31
PH,PH,111,IR,3B
PH,PH,227,IR,41
PH,PH,298,IR,52
PH,PH,436,IR,61
PH,PH,510,IR,71
PH,PH,603,IR,82
PH,PH,61,KR,31
PH,PH,111,KR,3B
PH,PH,227,KR,41
PH,PH,298,KR,52
PH,PH,436,KR,61
PH,PH,510,KR,71
PH,PH,603,KR,82
PH,PH,227,MR,41
PH,PH,111,OD,3A
PH,PH,603,OD,82
PH,PH,61,PR,31
PH,PH,111,PR,3B
PH,PH,227,PR,41
PH,PH,298,PR,52
PH,PH,436,PR,62
PH,PH,510,PR,71
PH,PH,603,PR,82
PH,PH,61,SQ,30
PH,PH,61,WI,31
PH,PH,111,WI,3A
PH,PH,227,GE,43
PH,PH,298,GE,52
PH,PH,510,GE,71
PH,PH,603,GE,81
RW,RW,43,BR,21
RW,RW,165,BR,41
RW,RW,252,BR,53
RW,RW,323,BR,5A
RW,RW,364,BR,61
RW,RW,468,BR,70
RW,RW,554,BR,81
RW,RW,624,BR,91
RW,RW,43,CR,21
RW,RW,165,CR,41
RW,RW,252,CR,53
RW,RW,364,CR,61
RW,RW,468,CR,70
RW,RW,554,CR,81
RW,RW,624,CR,91
RW,RW,422,HH,6A
RW,RW,43,HR,21
RW,RW,165,HR,41
RW,RW,252,HR,53
RW,RW,323,HR,5A
RW,RW,364,HR,61
RW,RW,449,HR,6I
RW,RW,468,HR,70
RW,RW,540,HR,7A
RW,RW,554,HR,81
RW,RW,607,HR,8A
RW,RW,624,HR,91
RW,RW,43,HW,21
RW,RW,165,HW,41
RW,RW,252,HW,52
RW,RW,422,IQ,6A
RW,RW,43,IR,21
RW,RW,165,IR,41
RW,RW,252,IR,53
RW,RW,323,IR,5A
RW,RW,364,IR,61
RW,RW,449,IR,6I
RW,RW,468,IR,70
RW,RW,540,IR,7A
RW,RW,554,IR,81
RW,RW,607,IR,8A
RW,RW,624,IR,91
RW,RW,43,KR,21
RW,RW,165,KR,41
RW,RW,252,KR,53
RW,RW,323,KR,5A
RW,RW,364,KR,61
RW,RW,449,KR,6I
RW,RW,468,KR,70
RW,RW,540,KR,7A
RW,RW,554,KR,81
RW,RW,607,KR,8A
RW,RW,624,KR,91
RW,RW,43,MR,21
RW,RW,165,MR,41
RW,RW,252,MR,53
RW,RW,323,MR,5A
RW,RW,364,MR,61
RW,RW,468,MR,70
RW,RW,554,MR,81
RW,RW,624,MR,91
RW,RW,43,PR,21
RW,RW,165,PR,41
RW,RW,252,PR,53
RW,RW,323,PR,5A
RW,RW,364,PR,61
RW,RW,449,PR,6I
RW,RW,468,PR,70
RW,RW,540,PR,7A
RW,RW,554,PR,81
RW,RW,607,PR,8A
RW,RW,624,PR,91
RW,RW,43,WI,21
RW,RW,165,WI,42
RW,RW,252,GE,54
RW,RW,323,GE,5B
RW,RW,364,GE,61
RW,RW,468,GE,72
RW,RW,554,GE,81
RW,RW,607,GE,8A
RW,RW,624,GE,91
ST,ST,318,BR,51
ST,ST,318,CR,51
ST,ST,318,HR,51
ST,ST,318,IR,51
ST,ST,318,KR,51
ST,ST,318,MR,51
ST,ST,318,PR,51
SN,SN,3,BR,02
SN,SN,46,BR,21
SN,SN,81,BR,32
SN,SN,233,BR,4A
SN,SN,338,BR,5A
SN,SN,365,BR,61
SN,SN,423,BR,6D
SN,SN,457,BR,71
SN,SN,489,BR,7A
SN,SN,524,BR,7I
SN,SN,534,BR,7Z
SN,SN,580,BR,81
SN,SN,581,BR,8B
SN,SN,611,BR,8S
SN,SN,46,CR,21
SN,SN,81,CR,31
SN,SN,233,CR,4A
SN,SN,365,CR,61
SN,SN,457,CR,71
SN,SN,489,CR,7A
SN,SN,524,CR,7I
SN,SN,534,CR,7Z
SN,SN,580,CR,81
SN,SN,581,CR,8B
SN,SN,611,CR,8S
SN,SN,3,HH,01
SN,SN,166,HH,41
SN,SN,46,HR,21
SN,SN,81,HR,32
SN,SN,233,HR,4A
SN,SN,293,HR,51
SN,SN,338,HR,5A
SN,SN,365,HR,61
SN,SN,423,HR,6D
SN,SN,457,HR,71
SN,SN,489,HR,7A
SN,SN,524,HR,7I
SN,SN,534,HR,7Z
SN,SN,580,HR,81
SN,SN,581,HR,8B
SN,SN,587,HR,8I
SN,SN,611,HR,8S
SN,SN,3,HW,02
SN,SN,46,HW,21
SN,SN,233,HW,4A
SN,SN,166,IQ,41
SN,SN,3,IR,02
SN,SN,46,IR,21
SN,SN,81,IR,32
SN,SN,233,IR,4A
SN,SN,293,IR,51
SN,SN,338,IR,5A
SN,SN,365,IR,61
SN,SN,423,IR,6D
SN,SN,457,IR,71
SN,SN,489,IR,7A
SN,SN,524,IR,7I
SN,SN,534,IR,7Z
SN,SN,580,IR,81
SN,SN,581,IR,8B
SN,SN,587,IR,8I
SN,SN,611,IR,8S
SN,SN,3,KR,01
SN,SN,46,KR,21
SN,SN,81,KR,32
SN,SN,233,KR,4A
SN,SN,293,KR,51
SN,SN,338,KR,5A
SN,SN,365,KR,61
SN,SN,423,KR,6D
SN,SN,457,KR,71
SN,SN,489,KR,7A
SN,SN,524,KR,7I
SN,SN,534,KR,7Z
SN,SN,580,KR,81
SN,SN,581,KR,8B
SN,SN,587,KR,8I
SN,SN,611,KR,8S
SN,SN,166,ML,41
SN,SN,46,MR,21
SN,SN,81,MR,31
SN,SN,233,MR,4A
SN,SN,365,MR,61
SN,SN,457,MR,71
SN,SN,489,MR,7A
SN,SN,524,MR,7I
SN,SN,534,MR,7Z
SN,SN,580,MR,81
SN,SN,581,MR,8B
SN,SN,611,MR,8S
SN,SN,46,PR,21
SN,SN,81,PR,32
SN,SN,233,PR,4A
SN,SN,293,PR,51
SN,SN,338,PR,5A
SN,SN,365,PR,61
SN,SN,423,PR,6D
SN,SN,457,PR,71
SN,SN,489,PR,7A
SN,SN,524,PR,7I
SN,SN,534,PR,7Z
SN,SN,580,PR,81
SN,SN,581,PR,8B
SN,SN,587,PR,8I
SN,SN,611,PR,8S
SN,SN,46,SQ,22
SN,SN,81,WI,32
SN,SN,46,GE,23
SN,SN,81,GE,32
SN,SN,233,GE,4B
SN,SN,338,GE,5A
SN,SN,365,GE,61
SN,SN,423,GE,6A
SN,SN,457,GE,71
SN,SN,489,GE,7A
SN,SN,524,GE,7I
SN,SN,534,GE,7R
SN,SN,580,GE,81
SN,SN,581,GE,8B
SN,SN,587,GE,8I
SN,SN,611,GE,8R
SL,SL,324,BR,51
SL,SL,450,BR,61
SL,SL,545,BR,7A
SL,SL,324,CR,51
SL,SL,450,CR,61
SL,SL,545,CR,7A
SL,SL,324,HR,51
SL,SL,450,HR,61
SL,SL,515,HR,73
SL,SL,545,HR,7A
SL,SL,324,IR,51
SL,SL,450,IR,61
SL,SL,515,IR,73
SL,SL,545,IR,7A
SL,SL,324,KR,51
SL,SL,450,KR,61
SL,SL,515,KR,73
SL,SL,545,KR,7A
SL,SL,324,MR,51
SL,SL,450,MR,61
SL,SL,545,MR,7A
SL,SL,324,PR,51
SL,SL,450,PR,61
SL,SL,515,PR,73
SL,SL,545,PR,7A
SL,SL,324,GE,53
SL,SL,450,GE,61
SL,SL,515,GE,71
SL,SL,545,GE,7A
ZA,ZA,113,BR,31
ZA,ZA,390,BR,71
ZA,ZA,390,CR,71
ZA,ZA,113,HR,31
ZA,ZA,390,HR,71
ZA,ZA,113,IR,31
ZA,ZA,390,IR,71
ZA,ZA,113,KR,31
ZA,ZA,390,KR,71
ZA,ZA,390,MR,71
ZA,ZA,390,OD,71
ZA,ZA,113,PR,31
ZA,ZA,390,PR,71
ZA,ZA,113,WI,31
ZA,ZA,390,GE,71
LK,LK,19,BR,02
LK,LK,19,HH,01
LK,LK,19,HW,02
LK,LK,19,IR,02
LK,LK,19,KR,01
SD,SD,29,BR,02
SD,SD,29,HH,01
SD,SD,29,IR,02
SD,SD,29,KR,01
TJ,TJ,384,BR,61
TJ,TJ,521,BR,72
TJ,TJ,608,BR,81
TJ,TJ,384,HR,61
TJ,TJ,521,HR,72
TJ,TJ,608,HR,81
TJ,TJ,384,IR,61
TJ,TJ,521,IR,72
TJ,TJ,608,IR,81
TJ,TJ,384,KR,61
TJ,TJ,521,KR,72
TJ,TJ,608,KR,81
TJ,TJ,384,PR,61
TJ,TJ,521,PR,72
TJ,TJ,608,PR,81
TJ,TJ,384,GE,61
TJ,TJ,521,GE,71
TJ,TJ,608,GE,81
TZ,TZ,41,BR,21
TZ,TZ,82,BR,3A
TZ,TZ,167,BR,41
TZ,TZ,253,BR,4I
TZ,TZ,304,BR,51
TZ,TZ,345,BR,63
TZ,TZ,393,BR,6A
TZ,TZ,485,BR,7B
TZ,TZ,578,BR,82
TZ,TZ,41,CR,21
TZ,TZ,82,CR,3A
TZ,TZ,167,CR,41
TZ,TZ,253,CR,4I
TZ,TZ,345,CR,63
TZ,TZ,485,CR,7B
TZ,TZ,578,CR,82
TZ,TZ,67,HH,31
TZ,TZ,41,HR,21
TZ,TZ,82,HR,3A
TZ,TZ,167,HR,41
TZ,TZ,234,HR,4A
TZ,TZ,253,HR,4I
TZ,TZ,304,HR,51
TZ,TZ,345,HR,63
TZ,TZ,393,HR,6A
TZ,TZ,485,HR,7B
TZ,TZ,529,HR,7I
TZ,TZ,578,HR,82
TZ,TZ,41,HW,21
TZ,TZ,82,HW,3A
TZ,TZ,167,HW,41
TZ,TZ,253,HW,4I
TZ,TZ,67,IQ,31
TZ,TZ,41,IR,21
TZ,TZ,82,IR,3A
TZ,TZ,167,IR,41
TZ,TZ,234,IR,4A
TZ,TZ,253,IR,4I
TZ,TZ,304,IR,51
TZ,TZ,345,IR,63
TZ,TZ,393,IR,6A
TZ,TZ,485,IR,7B
TZ,TZ,529,IR,7I
TZ,TZ,578,IR,82
TZ,TZ,41,KR,21
TZ,TZ,82,KR,3A
TZ,TZ,167,KR,41
TZ,TZ,253,KR,4I
TZ,TZ,304,KR,51
TZ,TZ,345,KR,63
TZ,TZ,393,KR,6A
TZ,TZ,485,KR,7B
TZ,TZ,529,KR,7I
TZ,TZ,578,KR,82
TZ,TZ,67,ML,31
TZ,TZ,41,MR,21
TZ,TZ,82,MR,3A
TZ,TZ,167,MR,41
TZ,TZ,253,MR,4I
TZ,TZ,345,MR,61
TZ,TZ,485,MR,7B
TZ,TZ,578,MR,82
TZ,TZ,41,PR,21
TZ,TZ,82,PR,3A
TZ,TZ,167,PR,41
TZ,TZ,234,PR,4A
TZ,TZ,253,PR,4I
TZ,TZ,304,PR,51
TZ,TZ,345,PR,63
TZ,TZ,393,PR,6A
TZ,TZ,485,PR,7B
TZ,TZ,529,PR,7I
TZ,TZ,578,PR,82
TZ,TZ,41,SQ,21
TZ,TZ,82,WI,3A
TZ,TZ,167,WI,41
TZ,TZ,167,GE,43
TZ,TZ,234,GE,4C
TZ,TZ,304,GE,52
TZ,TZ,345,GE,61
TZ,TZ,393,GE,6A
TZ,TZ,485,GE,7A
TZ,TZ,529,GE,7I
TZ,TZ,578,GE,81
TH,TH,13,BR,01
TH,TH,13,HH,01
TH,TH,13,HW,01
TH,TH,13,IR,01
TH,TH,13,KR,01
TH,TH,13,SQ,01
TL,TL,340,BR,61
TL,TL,514,BR,71
TL,TL,340,CR,61
TL,TL,514,CR,71
TL,TL,340,HR,61
TL,TL,514,HR,71
TL,TL,340,IR,61
TL,TL,514,IR,71
TL,TL,340,KR,61
TL,TL,514,KR,71
TL,TL,340,MR,61
TL,TL,514,MR,71
TL,TL,340,PR,61
TL,TL,514,PR,71
TL,TL,340,GE,62
TL,TL,514,GE,71
TG,TG,22,BR,01
TG,TG,114,BR,31
TG,TG,328,BR,61
TG,TG,114,CR,31
TG,TG,328,CR,61
TG,TG,22,HH,01
TG,TG,114,HR,31
TG,TG,328,HR,61
TG,TG,497,HR,71
TG,TG,22,HW,01
TG,TG,114,HW,31
TG,TG,22,IR,01
TG,TG,114,IR,31
TG,TG,328,IR,61
TG,TG,497,IR,71
TG,TG,22,KR,01
TG,TG,114,KR,31
TG,TG,328,KR,61
TG,TG,497,KR,71
TG,TG,114,MR,31
TG,TG,328,MR,61
TG,TG,114,PR,31
TG,TG,328,PR,61
TG,TG,497,PR,71
TG,TG,22,SQ,01
TG,TG,114,WI,31
TG,TG,22,GE,03
TG,TG,114,GE,32
TG,TG,328,GE,62
TG,TG,497,GE,71
TT,TT,18,BR,01
TT,TT,18,HH,01
TT,TT,18,HW,01
TT,TT,18,IR,01
TT,TT,18,KR,01
TN,TN,26,BR,02
TN,TN,26,HH,01
TN,TN,26,HW,02
TN,TN,26,IR,02
TN,TN,26,KR,01
TN,TN,26,SQ,01
TR,TR,60,BR,31
TR,TR,168,BR,41
TR,TR,326,BR,4A
TR,TR,547,BR,51
TR,TR,486,BR,62
TR,TR,548,BR,71
TR,TR,168,CR,41
TR,TR,60,HR,31
TR,TR,168,HR,41
TR,TR,326,HR,4A
TR,TR,547,HR,51
TR,TR,486,HR,62
TR,TR,548,HR,71
TR,TR,60,HW,31
TR,TR,168,HW,41
TR,TR,326,HW,4A
TR,TR,60,IR,31
TR,TR,168,IR,41
TR,TR,326,IR,4A
TR,TR,547,IR,51
TR,TR,486,IR,62
TR,TR,548,IR,71
TR,TR,60,KR,31
TR,TR,168,KR,41
TR,TR,326,KR,4A
TR,TR,547,KR,51
TR,TR,486,KR,62
TR,TR,548,KR,71
TR,TR,168,MR,41
TR,TR,60,PR,31
TR,TR,168,PR,41
TR,TR,326,PR,4A
TR,TR,547,PR,51
TR,TR,486,PR,62
TR,TR,548,PR,71
TR,TR,60,WI,31
TR,TR,168,WI,41
UG,UG,27,BR,01
UG,UG,76,BR,33
UG,UG,169,BR,41
UG,UG,266,BR,52
UG,UG,332,BR,5A
UG,UG,399,BR,61
UG,UG,504,BR,7B
UG,UG,76,CR,33
UG,UG,169,CR,41
UG,UG,266,CR,52
UG,UG,399,CR,61
UG,UG,504,CR,7B
UG,UG,27,HH,01
UG,UG,133,HH,3A
UG,UG,76,HR,33
UG,UG,169,HR,41
UG,UG,266,HR,52
UG,UG,332,HR,5A
UG,UG,399,HR,61
UG,UG,373,HR,6A
UG,UG,484,HR,72
UG,UG,504,HR,7B
UG,UG,549,HR,7I
UG,UG,620,HR,91
UG,UG,27,HW,01
UG,UG,76,HW,33
UG,UG,169,HW,41
UG,UG,133,IQ,3B
UG,UG,27,IR,01
UG,UG,76,IR,33
UG,UG,169,IR,41
UG,UG,266,IR,52
UG,UG,332,IR,5A
UG,UG,399,IR,61
UG,UG,373,IR,6A
UG,UG,484,IR,72
UG,UG,504,IR,7B
UG,UG,549,IR,7I
UG,UG,620,IR,91
UG,UG,27,KR,01
UG,UG,76,KR,33
UG,UG,169,KR,41
UG,UG,266,KR,52
UG,UG,332,KR,5A
UG,UG,399,KR,61
UG,UG,484,KR,72
UG,UG,504,KR,7B
UG,UG,549,KR,7I
UG,UG,620,KR,91
UG,UG,133,ML,3A
UG,UG,76,MR,33
UG,UG,169,MR,41
UG,UG,266,MR,52
UG,UG,399,MR,61
UG,UG,504,MR,7B
UG,UG,373,OD,6A
UG,UG,76,PR,33
UG,UG,169,PR,41
UG,UG,266,PR,52
UG,UG,332,PR,5A
UG,UG,399,PR,61
UG,UG,373,PR,6A
UG,UG,484,PR,72
UG,UG,504,PR,7B
UG,UG,549,PR,7I
UG,UG,620,PR,91
UG,UG,27,SQ,01
UG,UG,76,SQ,33
UG,UG,76,WI,33
UG,UG,169,WI,41
UG,UG,169,GE,43
UG,UG,266,GE,53
UG,UG,332,GE,5A
UG,UG,399,GE,61
UG,UG,373,GE,6A
UG,UG,484,GE,71
UG,UG,504,GE,7A
UG,UG,549,GE,7I
UG,UG,620,GE,91
UA,UA,280,BR,51
UA,UA,280,CR,51
UA,UA,280,HR,51
UA,UA,280,IR,51
UA,UA,280,KR,51
UA,UA,280,MR,51
UA,UA,280,PR,51
UZ,UZ,94,BR,31
UZ,UZ,213,HH,49
UZ,UZ,94,HR,31
UZ,UZ,94,HW,31
UZ,UZ,213,IQ,49
UZ,UZ,94,IR,31
UZ,UZ,94,KR,31
UZ,UZ,213,ML,49
UZ,UZ,94,PR,31
UZ,UZ,94,WI,31
UZ,UZ,213,GE,42
VN,VN,100,BR,31
VN,VN,209,BR,41
VN,VN,100,HR,31
VN,VN,209,HR,41
VN,VN,261,HR,52
VN,VN,100,IR,31
VN,VN,209,IR,41
VN,VN,261,IR,52
VN,VN,100,KR,31
VN,VN,209,KR,41
VN,VN,100,PR,31
VN,VN,209,PR,41
VN,VN,261,PR,53
VN,VN,100,SQ,31
VN,VN,209,SQ,41
VN,VN,100,WI,31
VN,VN,209,WI,41
YE,YE,36,BR,21
YE,YE,358,BR,61
YE,YE,36,HR,21
YE,YE,358,HR,61
YE,YE,36,HW,21
YE,YE,36,IR,21
YE,YE,358,IR,61
YE,YE,36,KR,21
YE,YE,358,KR,61
YE,YE,36,PR,21
YE,YE,358,PR,61
ZM,ZM,51,BR,21
ZM,ZM,90,BR,31
ZM,ZM,206,BR,42
ZM,ZM,278,BR,51
ZM,ZM,406,BR,61
ZM,ZM,542,BR,71
ZM,ZM,610,BR,81
ZM,ZM,90,CR,31
ZM,ZM,206,CR,42
ZM,ZM,278,CR,51
ZM,ZM,406,CR,61
ZM,ZM,542,CR,71
ZM,ZM,610,CR,81
ZM,ZM,51,HR,21
ZM,ZM,90,HR,31
ZM,ZM,206,HR,42
ZM,ZM,278,HR,51
ZM,ZM,406,HR,61
ZM,ZM,542,HR,71
ZM,ZM,610,HR,81
ZM,ZM,51,HW,21
ZM,ZM,90,HW,31
ZM,ZM,206,HW,42
ZM,ZM,51,IR,21
ZM,ZM,90,IR,31
ZM,ZM,206,IR,42
ZM,ZM,278,IR,51
ZM,ZM,406,IR,61
ZM,ZM,542,IR,71
ZM,ZM,610,IR,81
ZM,ZM,51,KR,21
ZM,ZM,90,KR,31
ZM,ZM,206,KR,42
ZM,ZM,278,KR,51
ZM,ZM,406,KR,61
ZM,ZM,542,KR,71
ZM,ZM,610,KR,81
ZM,ZM,90,MR,31
ZM,ZM,206,MR,41
ZM,ZM,278,MR,51
ZM,ZM,406,MR,61
ZM,ZM,542,MR,71
ZM,ZM,610,MR,81
ZM,ZM,51,PR,21
ZM,ZM,90,PR,31
ZM,ZM,206,PR,43
ZM,ZM,278,PR,51
ZM,ZM,406,PR,61
ZM,ZM,542,PR,71
ZM,ZM,610,PR,81
ZM,ZM,90,WI,31
ZM,ZM,206,WI,41
ZM,ZM,278,GE,52
ZM,ZM,406,GE,61
ZM,ZM,542,GE,71
ZM,ZM,610,GE,81
ZW,ZW,21,BR,01
ZW,ZW,64,BR,31
ZW,ZW,184,BR,42
ZW,ZW,260,BR,52
ZW,ZW,367,BR,62
ZW,ZW,475,BR,72
ZW,ZW,64,CR,31
ZW,ZW,184,CR,41
ZW,ZW,260,CR,52
ZW,ZW,367,CR,62
ZW,ZW,475,CR,72
ZW,ZW,21,HH,01
ZW,ZW,64,HR,31
ZW,ZW,184,HR,42
ZW,ZW,260,HR,52
ZW,ZW,367,HR,62
ZW,ZW,475,HR,72
ZW,ZW,21,HW,01
ZW,ZW,64,HW,31
ZW,ZW,184,HW,41
ZW,ZW,260,HW,51
ZW,ZW,21,IR,01
ZW,ZW,64,IR,31
ZW,ZW,184,IR,42
ZW,ZW,260,IR,52
ZW,ZW,367,IR,62
ZW,ZW,475,IR,72
ZW,ZW,21,KR,01
ZW,ZW,64,KR,31
ZW,ZW,184,KR,42
ZW,ZW,260,KR,52
ZW,ZW,367,KR,62
ZW,ZW,475,KR,72
ZW,ZW,64,MR,31
ZW,ZW,184,MR,41
ZW,ZW,260,MR,52
ZW,ZW,367,MR,62
ZW,ZW,475,MR,72
ZW,ZW,64,PR,31
ZW,ZW,184,PR,42
ZW,ZW,260,PR,52
ZW,ZW,367,PR,62
ZW,ZW,475,PR,72
ZW,ZW,21,SQ,02
ZW,ZW,64,SQ,30
ZW,ZW,64,WI,31
ZW,ZW,184,WI,42
ZW,ZW,184,GE,42
ZW,ZW,260,GE,52
ZW,ZW,367,GE,61
ZW,ZW,475,GE,72
