dhs_cc,ctry_code,surv_id,file_type,phase
AF,AF,471,BR,71
AF,AF,471,CR,71
AF,AF,348,HH,66
AF,AF,471,HR,71
AF,AF,348,IQ,66
AF,AF,471,IR,71
AF,AF,471,KR,71
AF,AF,471,MR,71
AF,AF,471,PR,71
AF,AF,348,VA,66
AL,AL,327,BR,51
AL,AL,525,BR,71
AL,AL,327,CR,51
AL,AL,525,CR,71
AL,AL,327,HR,51
AL,AL,525,HR,71
AL,AL,327,IR,51
AL,AL,525,IR,71
AL,AL,327,KR,51
AL,AL,525,KR,71
AL,AL,327,MR,51
AL,AL,525,MR,71
AL,AL,327,PR,51
AL,AL,525,PR,71
AL,AL,327,GE,51
AL,AL,525,GE,71
AO,AO,395,BR,62
AO,AO,477,BR,71
AO,AO,569,BR,81
AO,AO,477,CR,71
AO,AO,569,CR,81
AO,AO,282,HR,51
AO,AO,395,HR,62
AO,AO,477,HR,71
AO,AO,569,HR,81
AO,AO,282,IR,51
AO,AO,395,IR,62
AO,AO,477,IR,71
AO,AO,569,IR,81
AO,AO,282,KR,51
AO,AO,395,KR,62
AO,AO,477,KR,71
AO,AO,569,KR,81
AO,AO,477,MR,71
AO,AO,569,MR,81
AO,AO,282,PR,51
AO,AO,395,PR,62
AO,AO,477,PR,71
AO,AO,569,PR,81
AO,AO,282,GE,52
AO,AO,395,GE,61
AO,AO,477,GE,71
AO,AO,569,GE,81
AM,AM,203,BR,42
AM,AM,262,BR,54
AM,AM,354,BR,61
AM,AM,492,BR,72
AM,AM,203,CR,42
AM,AM,262,CR,52
AM,AM,354,CR,61
AM,AM,492,CR,72
AM,AM,203,HR,42
AM,AM,262,HR,54
AM,AM,354,HR,61
AM,AM,492,HR,72
AM,AM,203,HW,41
AM,AM,262,HW,52
AM,AM,203,IR,42
AM,AM,262,IR,54
AM,AM,354,IR,61
AM,AM,492,IR,72
AM,AM,203,KR,42
AM,AM,262,KR,54
AM,AM,354,KR,61
AM,AM,492,KR,72
AM,AM,203,MR,41
AM,AM,262,MR,52
AM,AM,354,MR,61
AM,AM,492,MR,72
AM,AM,203,PR,42
AM,AM,262,PR,54
AM,AM,354,PR,61
AM,AM,492,PR,72
AM,AM,203,WI,42
AM,AM,354,GE,61
AM,AM,492,GE,71
AZ,AZ,279,BR,52
AZ,AZ,279,CR,52
AZ,AZ,279,HR,52
AZ,AZ,279,IR,52
AZ,AZ,279,KR,52
AZ,AZ,279,MR,52
AZ,AZ,279,PR,52
BD,BD,59,BR,31
BD,BD,89,BR,3A
BD,BD,135,BR,41
BD,BD,236,BR,4J
BD,BD,287,BR,51
BD,BD,349,BR,61
BD,BD,461,BR,72
BD,BD,536,BR,7R
BD,BD,584,BR,81
BD,BD,59,CR,31
BD,BD,89,CR,3A
BD,BD,135,CR,41
BD,BD,236,CR,4J
BD,BD,287,CR,51
BD,BD,349,CR,61
BD,BD,137,HH,4A
BD,BD,59,HR,31
BD,BD,89,HR,3A
BD,BD,135,HR,41
BD,BD,236,HR,4J
BD,BD,287,HR,51
BD,BD,349,HR,61
BD,BD,461,HR,72
BD,BD,536,HR,7R
BD,BD,584,HR,81
BD,BD,89,HW,3A
BD,BD,135,HW,41
BD,BD,236,HW,4J
BD,BD,137,IQ,4A
BD,BD,59,IR,31
BD,BD,89,IR,3A
BD,BD,135,IR,41
BD,BD,236,IR,4J
BD,BD,287,IR,51
BD,BD,349,IR,61
BD,BD,461,IR,72
BD,BD,536,IR,7R
BD,BD,584,IR,81
BD,BD,59,KR,31
BD,BD,89,KR,3A
BD,BD,135,KR,41
BD,BD,236,KR,4J
BD,BD,287,KR,51
BD,BD,349,KR,61
BD,BD,461,KR,72
BD,BD,536,KR,7R
BD,BD,584,KR,81
BD,BD,59,MR,31
BD,BD,89,MR,3A
BD,BD,135,MR,41
BD,BD,236,MR,4J
BD,BD,287,MR,51
BD,BD,349,MR,61
BD,BD,59,PR,31
BD,BD,89,PR,3A
BD,BD,135,PR,41
BD,BD,236,PR,4J
BD,BD,287,PR,51
BD,BD,349,PR,61
BD,BD,461,PR,72
BD,BD,536,PR,7R
BD,BD,584,PR,81
BD,BD,59,SQ,35
BD,BD,89,SQ,3A
BD,BD,236,SQ,4I
BD,BD,287,SQ,51
BD,BD,349,SQ,61
BD,BD,461,SQ,71
BD,BD,536,SQ,7R
BD,BD,137,VA,4A
BD,BD,236,VA,4I
BD,BD,349,VA,62
BD,BD,536,VA,7R
BD,BD,584,VA,81
BD,BD,59,WI,31
BD,BD,89,WI,3A
BD,BD,135,WI,41
BD,BD,135,GE,42
BD,BD,236,GE,4J
BD,BD,287,GE,52
BD,BD,349,GE,61
BD,BD,461,GE,71
BD,BD,536,GE,7S
BD,BD,584,GE,81
BJ,BJ,87,BR,31
BJ,BJ,211,BR,41
BJ,BJ,289,BR,51
BJ,BJ,420,BR,61
BJ,BJ,491,BR,71
BJ,BJ,87,CR,31
BJ,BJ,211,CR,41
BJ,BJ,289,CR,51
BJ,BJ,420,CR,61
BJ,BJ,491,CR,71
BJ,BJ,87,HR,31
BJ,BJ,211,HR,41
BJ,BJ,289,HR,51
BJ,BJ,420,HR,61
BJ,BJ,491,HR,71
BJ,BJ,87,HW,31
BJ,BJ,211,HW,41
BJ,BJ,87,IR,31
BJ,BJ,211,IR,41
BJ,BJ,289,IR,51
BJ,BJ,420,IR,61
BJ,BJ,491,IR,71
BJ,BJ,87,KR,31
BJ,BJ,211,KR,41
BJ,BJ,289,KR,51
BJ,BJ,420,KR,61
BJ,BJ,491,KR,71
BJ,BJ,87,MR,31
BJ,BJ,211,MR,41
BJ,BJ,289,MR,51
BJ,BJ,420,MR,61
BJ,BJ,491,MR,71
BJ,BJ,87,PR,31
BJ,BJ,211,PR,41
BJ,BJ,289,PR,51
BJ,BJ,420,PR,61
BJ,BJ,491,PR,71
BJ,BJ,87,SQ,38
BJ,BJ,211,SQ,41
BJ,BJ,289,SQ,51
BJ,BJ,87,WI,31
BJ,BJ,211,WI,41
BJ,BJ,87,GE,33
BJ,BJ,211,GE,42
BJ,BJ,420,GE,61
BJ,BJ,491,GE,71
BO,BO,28,BR,01
BO,BO,65,BR,31
BO,BO,98,BR,3B
BO,BO,238,BR,41
BO,BO,319,BR,51
BO,BO,98,CR,3B
BO,BO,238,CR,41
BO,BO,319,CR,51
BO,BO,28,HH,01
BO,BO,65,HH,33
BO,BO,65,HR,31
BO,BO,98,HR,3B
BO,BO,238,HR,41
BO,BO,319,HR,51
BO,BO,28,HW,01
BO,BO,65,HW,31
BO,BO,98,HW,3B
BO,BO,238,HW,41
BO,BO,65,IQ,33
BO,BO,28,IR,01
BO,BO,65,IR,31
BO,BO,98,IR,3B
BO,BO,238,IR,41
BO,BO,319,IR,51
BO,BO,28,KR,01
BO,BO,65,KR,31
BO,BO,98,KR,3B
BO,BO,238,KR,41
BO,BO,319,KR,51
BO,BO,98,MR,3B
BO,BO,238,MR,41
BO,BO,319,MR,51
BO,BO,65,PR,31
BO,BO,98,PR,3B
BO,BO,238,PR,41
BO,BO,319,PR,51
BO,BO,65,SQ,33
BO,BO,65,WI,31
BO,BO,98,WI,3B
BO,BO,319,GE,53
BR,BR,2,BR,01
BR,BR,40,BR,21
BR,BR,85,BR,31
BR,BR,85,CR,31
BR,BR,2,HH,02
BR,BR,40,HR,21
BR,BR,85,HR,31
BR,BR,2,HW,01
BR,BR,85,HW,31
BR,BR,2,IR,01
BR,BR,40,IR,21
BR,BR,85,IR,31
BR,BR,2,KR,01
BR,BR,40,KR,21
BR,BR,85,KR,31
BR,BR,85,MR,31
BR,BR,40,PR,21
BR,BR,85,PR,31
BR,BR,85,WI,31
BF,BF,42,BR,21
BF,BF,116,BR,31
BF,BF,230,BR,43
BF,BF,329,BR,62
BF,BF,562,BR,81
BF,BF,42,CR,21
BF,BF,116,CR,31
BF,BF,230,CR,41
BF,BF,329,CR,62
BF,BF,562,CR,81
BF,BF,42,HR,21
BF,BF,116,HR,31
BF,BF,230,HR,43
BF,BF,329,HR,62
BF,BF,481,HR,71
BF,BF,526,HR,7A
BF,BF,562,HR,81
BF,BF,42,HW,21
BF,BF,116,HW,31
BF,BF,230,HW,43
BF,BF,42,IR,21
BF,BF,116,IR,31
BF,BF,230,IR,43
BF,BF,329,IR,62
BF,BF,481,IR,71
BF,BF,526,IR,7A
BF,BF,562,IR,81
BF,BF,42,KR,21
BF,BF,116,KR,31
BF,BF,230,KR,43
BF,BF,329,KR,62
BF,BF,481,KR,71
BF,BF,526,KR,7A
BF,BF,562,KR,81
BF,BF,42,MR,21
BF,BF,116,MR,31
BF,BF,230,MR,41
BF,BF,329,MR,62
BF,BF,562,MR,81
BF,BF,42,PR,21
BF,BF,116,PR,31
BF,BF,230,PR,44
BF,BF,329,PR,62
BF,BF,481,PR,71
BF,BF,526,PR,7A
BF,BF,562,PR,81
BF,BF,42,SQ,22
BF,BF,42,WI,21
BF,BF,116,WI,31
BF,BF,42,GE,23
BF,BF,116,GE,32
BF,BF,230,GE,43
BF,BF,329,GE,61
BF,BF,481,GE,71
BF,BF,526,GE,7A
BF,BF,562,GE,81
BU,BU,16,BR,01
BU,BU,346,BR,61
BU,BU,463,BR,71
BU,BU,346,CR,61
BU,BU,463,CR,71
BU,BU,16,HH,02
BU,BU,346,HR,61
BU,BU,446,HR,6A
BU,BU,463,HR,71
BU,BU,16,HW,01
BU,BU,16,IR,02
BU,BU,346,IR,61
BU,BU,446,IR,6A
BU,BU,463,IR,71
BU,BU,16,KR,01
BU,BU,346,KR,61
BU,BU,446,KR,6A
BU,BU,463,KR,71
BU,BU,346,MR,61
BU,BU,463,MR,71
BU,BU,346,PR,61
BU,BU,446,PR,6A
BU,BU,463,PR,71
BU,BU,16,SQ,02
BU,BU,346,GE,61
BU,BU,446,GE,6A
BU,BU,463,GE,71
KH,KH,140,BR,42
KH,KH,257,BR,51
KH,KH,310,BR,61
KH,KH,464,BR,73
KH,KH,558,BR,82
KH,KH,257,CR,51
KH,KH,464,CR,73
KH,KH,558,CR,82
KH,KH,139,HH,31
KH,KH,140,HR,42
KH,KH,257,HR,51
KH,KH,310,HR,61
KH,KH,464,HR,73
KH,KH,558,HR,82
KH,KH,140,HW,42
KH,KH,257,HW,51
KH,KH,139,IQ,31
KH,KH,140,IR,42
KH,KH,257,IR,51
KH,KH,310,IR,61
KH,KH,464,IR,73
KH,KH,558,IR,82
KH,KH,140,KR,42
KH,KH,257,KR,51
KH,KH,310,KR,61
KH,KH,464,KR,73
KH,KH,558,KR,82
KH,KH,257,MR,51
KH,KH,310,MR,61
KH,KH,464,MR,72
KH,KH,558,MR,82
KH,KH,140,PR,42
KH,KH,257,PR,51
KH,KH,310,PR,61
KH,KH,464,PR,73
KH,KH,558,PR,82
KH,KH,140,WI,41
KH,KH,140,GE,43
KH,KH,257,GE,51
KH,KH,310,GE,62
KH,KH,464,GE,71
KH,KH,558,GE,81
CM,CM,38,BR,22
CM,CM,101,BR,31
CM,CM,232,BR,44
CM,CM,337,BR,61
CM,CM,511,BR,71
CM,CM,38,CR,21
CM,CM,101,CR,31
CM,CM,232,CR,44
CM,CM,337,CR,61
CM,CM,511,CR,71
CM,CM,38,HR,22
CM,CM,101,HR,31
CM,CM,232,HR,44
CM,CM,337,HR,61
CM,CM,511,HR,71
CM,CM,563,HR,82
CM,CM,38,HW,22
CM,CM,101,HW,31
CM,CM,232,HW,44
CM,CM,38,IR,22
CM,CM,101,IR,31
CM,CM,232,IR,44
CM,CM,337,IR,61
CM,CM,511,IR,71
CM,CM,563,IR,82
CM,CM,38,KR,21
CM,CM,101,KR,31
CM,CM,232,KR,44
CM,CM,337,KR,61
CM,CM,511,KR,71
CM,CM,563,KR,82
CM,CM,38,MR,21
CM,CM,101,MR,31
CM,CM,232,MR,44
CM,CM,337,MR,61
CM,CM,511,MR,71
CM,CM,38,PR,22
CM,CM,101,PR,31
CM,CM,232,PR,45
CM,CM,337,PR,61
CM,CM,511,PR,71
CM,CM,563,PR,82
CM,CM,38,SQ,21
CM,CM,38,WI,22
CM,CM,101,WI,31
CM,CM,38,GE,23
CM,CM,232,GE,42
CM,CM,337,GE,61
CM,CM,511,GE,71
CM,CM,563,GE,81
CF,CF,66,BR,31
CF,CF,66,CR,31
CF,CF,66,HR,31
CF,CF,66,HW,31
CF,CF,66,IR,31
CF,CF,66,KR,31
CF,CF,66,MR,31
CF,CF,66,PR,31
CF,CF,66,SQ,33
CF,CF,66,WI,31
CF,CF,66,GE,33
TD,TD,83,BR,31
TD,TD,215,BR,41
TD,TD,465,BR,71
TD,TD,83,CR,31
TD,TD,215,CR,41
TD,TD,465,CR,71
TD,TD,83,HR,31
TD,TD,215,HR,41
TD,TD,465,HR,71
TD,TD,83,HW,31
TD,TD,215,HW,41
TD,TD,83,IR,31
TD,TD,215,IR,41
TD,TD,465,IR,71
TD,TD,83,KR,31
TD,TD,215,KR,41
TD,TD,465,KR,71
TD,TD,83,MR,31
TD,TD,215,MR,41
TD,TD,465,MR,71
TD,TD,83,PR,31
TD,TD,215,PR,41
TD,TD,465,PR,71
TD,TD,83,SQ,32
TD,TD,215,SQ,41
TD,TD,83,WI,31
TD,TD,465,GE,71
CO,CO,4,BR,01
CO,CO,30,BR,22
CO,CO,72,BR,31
CO,CO,141,BR,41
CO,CO,255,BR,53
CO,CO,381,BR,61
CO,CO,476,BR,72
CO,CO,476,CR,71
CO,CO,4,HH,02
CO,CO,30,HR,22
CO,CO,72,HR,31
CO,CO,141,HR,41
CO,CO,255,HR,53
CO,CO,381,HR,61
CO,CO,476,HR,72
CO,CO,4,HW,01
CO,CO,72,HW,31
CO,CO,141,HW,41
CO,CO,255,HW,51
CO,CO,4,IR,01
CO,CO,30,IR,22
CO,CO,72,IR,31
CO,CO,141,IR,41
CO,CO,255,IR,53
CO,CO,381,IR,61
CO,CO,476,IR,72
CO,CO,4,KR,01
CO,CO,30,KR,22
CO,CO,72,KR,31
CO,CO,141,KR,41
CO,CO,255,KR,53
CO,CO,381,KR,61
CO,CO,476,KR,72
CO,CO,476,MR,71
CO,CO,381,OD,61
CO,CO,30,PR,22
CO,CO,72,PR,31
CO,CO,141,PR,41
CO,CO,255,PR,53
CO,CO,381,PR,61
CO,CO,476,PR,72
CO,CO,4,SQ,01
CO,CO,30,WI,22
CO,CO,72,WI,31
CO,CO,141,WI,41
CO,CO,381,GE,61
KM,KM,93,BR,32
KM,KM,443,BR,61
KM,KM,93,CR,31
KM,KM,443,CR,61
KM,KM,93,HR,32
KM,KM,443,HR,61
KM,KM,93,HW,32
KM,KM,93,IR,32
KM,KM,443,IR,61
KM,KM,93,KR,31
KM,KM,443,KR,61
KM,KM,93,MR,31
KM,KM,443,MR,61
KM,KM,93,PR,32
KM,KM,443,PR,61
KM,KM,93,WI,32
KM,KM,443,GE,61
CG,CG,267,BR,51
CG,CG,388,BR,61
CG,CG,267,CR,51
CG,CG,388,CR,61
CG,CG,267,HR,51
CG,CG,370,HR,5A
CG,CG,388,HR,61
CG,CG,267,HW,51
CG,CG,267,IR,51
CG,CG,370,IR,5A
CG,CG,388,IR,61
CG,CG,267,KR,51
CG,CG,388,KR,61
CG,CG,267,MR,51
CG,CG,388,MR,61
CG,CG,267,PR,51
CG,CG,370,PR,5A
CG,CG,388,PR,61
CD,CD,239,BR,51
CD,CD,421,BR,61
CD,CD,597,BR,81
CD,CD,239,CR,51
CD,CD,421,CR,61
CD,CD,597,CR,81
CD,CD,239,HR,51
CD,CD,421,HR,61
CD,CD,597,HR,81
CD,CD,239,IR,51
CD,CD,421,IR,61
CD,CD,597,IR,81
CD,CD,239,KR,51
CD,CD,421,KR,61
CD,CD,597,KR,81
CD,CD,239,MR,51
CD,CD,421,MR,61
CD,CD,597,MR,81
CD,CD,239,PR,51
CD,CD,421,PR,61
CD,CD,597,PR,81
CD,CD,239,GE,52
CD,CD,421,GE,61
CD,CD,597,GE,81
CI,CI,62,BR,35
CI,CI,106,BR,3A
CI,CI,231,BR,51
CI,CI,311,BR,62
CI,CI,559,BR,81
CI,CI,62,CR,35
CI,CI,106,CR,3A
CI,CI,311,CR,62
CI,CI,559,CR,81
CI,CI,62,HR,35
CI,CI,106,HR,3A
CI,CI,231,HR,51
CI,CI,311,HR,62
CI,CI,559,HR,81
CI,CI,62,HW,35
CI,CI,106,HW,3A
CI,CI,62,IR,35
CI,CI,106,IR,3A
CI,CI,231,IR,51
CI,CI,311,IR,62
CI,CI,559,IR,81
CI,CI,62,KR,35
CI,CI,106,KR,3A
CI,CI,231,KR,51
CI,CI,311,KR,62
CI,CI,559,KR,81
CI,CI,62,MR,33
CI,CI,106,MR,3A
CI,CI,311,MR,62
CI,CI,559,MR,81
CI,CI,62,PR,35
CI,CI,106,PR,3A
CI,CI,231,PR,51
CI,CI,311,PR,62
CI,CI,559,PR,81
CI,CI,62,SQ,33
CI,CI,62,WI,34
CI,CI,106,WI,3A
CI,CI,62,GE,33
CI,CI,106,GE,3B
CI,CI,311,GE,61
CI,CI,559,GE,81
DR,DR,5,BR,01
DR,DR,37,BR,21
DR,DR,92,BR,32
DR,DR,142,BR,41
DR,DR,210,BR,4B
DR,DR,291,BR,52
DR,DR,331,BR,5A
DR,DR,439,BR,61
DR,DR,490,BR,6A
DR,DR,92,CR,31
DR,DR,142,CR,41
DR,DR,210,CR,4B
DR,DR,291,CR,52
DR,DR,331,CR,5A
DR,DR,439,CR,61
DR,DR,490,CR,6A
DR,DR,5,HH,01
DR,DR,37,HR,21
DR,DR,92,HR,32
DR,DR,142,HR,41
DR,DR,210,HR,4B
DR,DR,291,HR,52
DR,DR,331,HR,5A
DR,DR,439,HR,61
DR,DR,490,HR,6A
DR,DR,5,HW,01
DR,DR,37,HW,21
DR,DR,92,HW,32
DR,DR,210,HW,4A
DR,DR,5,IR,01
DR,DR,37,IR,21
DR,DR,92,IR,32
DR,DR,142,IR,41
DR,DR,210,IR,4B
DR,DR,291,IR,52
DR,DR,331,IR,5A
DR,DR,439,IR,61
DR,DR,490,IR,6A
DR,DR,5,KR,01
DR,DR,37,KR,21
DR,DR,92,KR,31
DR,DR,142,KR,41
DR,DR,210,KR,4B
DR,DR,291,KR,52
DR,DR,331,KR,5A
DR,DR,439,KR,61
DR,DR,490,KR,6A
DR,DR,92,MR,31
DR,DR,142,MR,41
DR,DR,210,MR,4B
DR,DR,291,MR,52
DR,DR,331,MR,5A
DR,DR,439,MR,61
DR,DR,490,MR,6A
DR,DR,37,PR,21
DR,DR,92,PR,32
DR,DR,142,PR,41
DR,DR,210,PR,4B
DR,DR,291,PR,52
DR,DR,331,PR,5A
DR,DR,439,PR,61
DR,DR,490,PR,6A
DR,DR,5,SQ,01
DR,DR,37,SQ,23
DR,DR,92,WI,32
DR,DR,142,WI,41
DR,DR,210,WI,4A
DR,DR,291,GE,52
DR,DR,439,GE,61
DR,DR,490,GE,6A
EC,EC,15,BR,01
EC,EC,15,HH,01
EC,EC,15,IR,01
EC,EC,15,KR,01
EC,EC,15,SQ,01
EG,EG,24,BR,01
EG,EG,45,BR,21
EG,EG,71,BR,33
EG,EG,145,BR,42
EG,EG,240,BR,4A
EG,EG,272,BR,51
EG,EG,294,BR,5A
EG,EG,397,BR,61
EG,EG,24,HH,02
EG,EG,108,HH,3A
EG,EG,294,HH,5A
EG,EG,480,HH,73
EG,EG,45,HR,21
EG,EG,71,HR,33
EG,EG,145,HR,42
EG,EG,240,HR,4A
EG,EG,272,HR,51
EG,EG,294,HR,5A
EG,EG,397,HR,61
EG,EG,24,HW,01
EG,EG,45,HW,21
EG,EG,71,HW,33
EG,EG,145,HW,41
EG,EG,240,HW,4A
EG,EG,272,HW,51
EG,EG,108,IQ,3A
EG,EG,294,IQ,5A
EG,EG,480,IQ,73
EG,EG,24,IR,01
EG,EG,45,IR,21
EG,EG,71,IR,33
EG,EG,145,IR,42
EG,EG,240,IR,4A
EG,EG,272,IR,51
EG,EG,294,IR,5A
EG,EG,397,IR,61
EG,EG,24,KR,01
EG,EG,45,KR,21
EG,EG,71,KR,33
EG,EG,145,KR,42
EG,EG,240,KR,4A
EG,EG,272,KR,51
EG,EG,294,KR,5A
EG,EG,397,KR,61
EG,EG,294,OD,5A
EG,EG,45,PR,21
EG,EG,71,PR,33
EG,EG,145,PR,42
EG,EG,240,PR,4A
EG,EG,272,PR,51
EG,EG,294,PR,5A
EG,EG,397,PR,61
EG,EG,24,SQ,02
EG,EG,71,WI,32
EG,EG,145,WI,41
EG,EG,240,WI,4A
EG,EG,45,GE,22
EG,EG,71,GE,32
EG,EG,145,GE,42
EG,EG,240,GE,4B
EG,EG,272,GE,52
EG,EG,294,GE,5D
EG,EG,397,GE,61
ES,ES,1,BR,01
ES,ES,1,IR,01
SZ,SZ,259,BR,51
SZ,SZ,259,CR,51
SZ,SZ,259,HR,51
SZ,SZ,259,IR,51
SZ,SZ,259,KR,51
SZ,SZ,259,MR,51
SZ,SZ,259,PR,52
SZ,SZ,259,GE,53
ET,ET,147,BR,41
ET,ET,248,BR,51
ET,ET,359,BR,61
ET,ET,478,BR,71
ET,ET,551,BR,81
ET,ET,586,BR,8A
ET,ET,147,CR,41
ET,ET,248,CR,51
ET,ET,359,CR,61
ET,ET,478,CR,71
ET,ET,586,CR,8A
ET,ET,147,HR,41
ET,ET,248,HR,51
ET,ET,359,HR,61
ET,ET,478,HR,71
ET,ET,551,HR,81
ET,ET,586,HR,8A
ET,ET,147,HW,41
ET,ET,248,HW,51
ET,ET,147,IR,41
ET,ET,248,IR,51
ET,ET,359,IR,61
ET,ET,478,IR,71
ET,ET,551,IR,81
ET,ET,586,IR,8A
ET,ET,147,KR,41
ET,ET,248,KR,51
ET,ET,359,KR,61
ET,ET,478,KR,71
ET,ET,551,KR,81
ET,ET,586,KR,8A
ET,ET,147,MR,41
ET,ET,248,MR,51
ET,ET,359,MR,61
ET,ET,478,MR,71
ET,ET,586,MR,8A
ET,ET,147,PR,41
ET,ET,248,PR,51
ET,ET,359,PR,61
ET,ET,478,PR,71
ET,ET,551,PR,81
ET,ET,586,PR,8A
ET,ET,147,WI,41
ET,ET,147,GE,42
ET,ET,248,GE,52
ET,ET,359,GE,61
ET,ET,478,GE,71
ET,ET,551,GE,81
ET,ET,586,GE,8A
GA,GA,148,BR,41
GA,GA,402,BR,61
GA,GA,546,BR,71
GA,GA,148,CR,41
GA,GA,402,CR,61
GA,GA,546,CR,71
GA,GA,148,HR,41
GA,GA,402,HR,61
GA,GA,546,HR,71
GA,GA,148,HW,41
GA,GA,148,IR,41
GA,GA,402,IR,61
GA,GA,546,IR,71
GA,GA,148,KR,41
GA,GA,402,KR,61
GA,GA,546,KR,71
GA,GA,148,MR,41
GA,GA,402,MR,61
GA,GA,546,MR,71
GA,GA,148,PR,41
GA,GA,402,PR,61
GA,GA,546,PR,71
GA,GA,148,SQ,41
GA,GA,148,WI,41
GA,GA,402,GE,61
GA,GA,546,GE,71
GM,GM,425,BR,61
GM,GM,555,BR,81
GM,GM,425,CR,61
GM,GM,555,CR,81
GM,GM,425,HR,61
GM,GM,555,HR,81
GM,GM,425,IR,61
GM,GM,555,IR,81
GM,GM,425,KR,61
GM,GM,555,KR,81
GM,GM,425,MR,61
GM,GM,555,MR,81
GM,GM,425,PR,61
GM,GM,555,PR,81
GM,GM,555,GE,81
GH,GH,25,BR,02
GH,GH,58,BR,31
GH,GH,151,BR,41
GH,GH,235,BR,4B
GH,GH,301,BR,5A
GH,GH,437,BR,72
GH,GH,598,BR,8C
GH,GH,58,CR,31
GH,GH,151,CR,41
GH,GH,235,CR,4B
GH,GH,301,CR,5A
GH,GH,437,CR,71
GH,GH,598,CR,8C
GH,GH,25,HH,01
GH,GH,325,HH,51
GH,GH,506,HH,7J
GH,GH,58,HR,31
GH,GH,151,HR,41
GH,GH,235,HR,4B
GH,GH,301,HR,5A
GH,GH,437,HR,72
GH,GH,516,HR,7B
GH,GH,557,HR,82
GH,GH,598,HR,8C
GH,GH,25,HW,02
GH,GH,58,HW,31
GH,GH,151,HW,41
GH,GH,235,HW,4A
GH,GH,325,IQ,51
GH,GH,506,IQ,7J
GH,GH,25,IR,02
GH,GH,58,IR,31
GH,GH,151,IR,41
GH,GH,235,IR,4B
GH,GH,301,IR,5A
GH,GH,437,IR,72
GH,GH,516,IR,7B
GH,GH,557,IR,82
GH,GH,598,IR,8C
GH,GH,25,KR,01
GH,GH,58,KR,31
GH,GH,151,KR,41
GH,GH,235,KR,4B
GH,GH,301,KR,5A
GH,GH,437,KR,72
GH,GH,516,KR,7B
GH,GH,557,KR,82
GH,GH,598,KR,8C
GH,GH,58,MR,31
GH,GH,151,MR,41
GH,GH,235,MR,4B
GH,GH,301,MR,5A
GH,GH,437,MR,71
GH,GH,598,MR,8C
GH,GH,325,OD,51
GH,GH,58,PR,31
GH,GH,151,PR,41
GH,GH,235,PR,4B
GH,GH,301,PR,5A
GH,GH,437,PR,72
GH,GH,516,PR,7B
GH,GH,557,PR,82
GH,GH,598,PR,8C
GH,GH,325,VA,51
GH,GH,301,VA,5A
GH,GH,506,VA,7I
GH,GH,58,WI,31
GH,GH,151,WI,41
GH,GH,58,GE,33
GH,GH,151,GE,42
GH,GH,235,GE,4B
GH,GH,301,GE,5A
GH,GH,437,GE,71
GH,GH,516,GE,7A
GH,GH,506,GE,7I
GH,GH,557,GE,81
GH,GH,598,GE,8A
GU,GU,9,BR,01
GU,GU,70,BR,34
GU,GU,152,BR,41
GU,GU,440,BR,71
GU,GU,9,HH,01
GU,GU,70,HR,34
GU,GU,152,HR,41
GU,GU,440,HR,71
GU,GU,9,HW,01
GU,GU,70,HW,34
GU,GU,152,HW,41
GU,GU,9,IR,01
GU,GU,70,IR,34
GU,GU,152,IR,41
GU,GU,440,IR,71
GU,GU,9,KR,01
GU,GU,70,KR,34
GU,GU,152,KR,41
GU,GU,440,KR,71
GU,GU,440,MR,71
GU,GU,70,PR,34
GU,GU,152,PR,41
GU,GU,440,PR,71
GU,GU,9,SQ,01
GU,GU,70,WI,33
GU,GU,152,WI,42
GU,GU,440,GE,71
GN,GN,154,BR,41
GN,GN,249,BR,52
GN,GN,391,BR,62
GN,GN,539,BR,71
GN,GN,154,CR,41
GN,GN,249,CR,52
GN,GN,391,CR,62
GN,GN,539,CR,71
GN,GN,154,HR,41
GN,GN,249,HR,52
